filename,label,width,height,top,left
train/10111.png,8.0,18.0,24.0,10.0,30.0
train/10111.png,2.0,17.0,24.0,10.0,49.0
train/10112.png,1.0,24.0,63.0,14.0,61.0
train/10112.png,5.0,17.0,63.0,9.0,87.0
train/10112.png,6.0,33.0,63.0,10.0,101.0
train/10113.png,2.0,16.0,48.0,3.0,45.0
train/10113.png,4.0,19.0,48.0,4.0,66.0
train/10114.png,4.0,6.0,19.0,11.0,36.0
train/10114.png,2.0,6.0,19.0,11.0,41.0
train/10114.png,4.0,8.0,19.0,11.0,45.0
train/10115.png,4.0,10.0,20.0,3.0,19.0
train/10115.png,5.0,10.0,20.0,3.0,28.0
train/10116.png,2.0,9.0,22.0,3.0,26.0
train/10116.png,4.0,16.0,22.0,4.0,39.0
train/10117.png,4.0,5.0,11.0,2.0,16.0
train/10117.png,5.0,5.0,11.0,2.0,25.0
train/10118.png,2.0,13.0,26.0,4.0,23.0
train/10118.png,7.0,12.0,26.0,3.0,36.0
train/10119.png,6.0,11.0,20.0,6.0,24.0
train/10119.png,5.0,10.0,20.0,7.0,34.0
train/10120.png,7.0,17.0,35.0,9.0,43.0
train/10120.png,6.0,22.0,35.0,10.0,61.0
train/10121.png,1.0,13.0,39.0,11.0,50.0
train/10121.png,5.0,13.0,39.0,6.0,65.0
train/10122.png,2.0,19.0,29.0,5.0,27.0
train/10123.png,3.0,44.0,84.0,23.0,108.0
train/10123.png,2.0,57.0,84.0,23.0,143.0
train/10124.png,2.0,20.0,40.0,5.0,41.0
train/10124.png,2.0,19.0,40.0,7.0,60.0
train/10125.png,2.0,38.0,51.0,48.0,112.0
train/10125.png,8.0,33.0,51.0,38.0,144.0
train/10125.png,10.0,33.0,51.0,33.0,170.0
train/10126.png,4.0,7.0,21.0,4.0,21.0
train/10126.png,10.0,6.0,21.0,4.0,30.0
train/10127.png,1.0,11.0,41.0,1.0,32.0
train/10127.png,7.0,13.0,41.0,4.0,42.0
train/10128.png,3.0,9.0,30.0,7.0,33.0
train/10128.png,10.0,8.0,30.0,8.0,42.0
train/10128.png,10.0,10.0,30.0,8.0,48.0
train/10129.png,3.0,19.0,40.0,18.0,74.0
train/10129.png,3.0,27.0,40.0,15.0,97.0
train/10129.png,2.0,23.0,40.0,9.0,120.0
train/10130.png,2.0,11.0,16.0,6.0,38.0
train/10131.png,2.0,27.0,53.0,13.0,56.0
train/10131.png,10.0,38.0,53.0,11.0,77.0
train/10132.png,3.0,8.0,20.0,2.0,25.0
train/10132.png,3.0,9.0,20.0,3.0,37.0
train/10132.png,5.0,12.0,20.0,4.0,49.0
train/10132.png,10.0,10.0,20.0,4.0,65.0
train/10133.png,1.0,8.0,20.0,13.0,35.0
train/10133.png,2.0,8.0,20.0,11.0,43.0
train/10133.png,2.0,9.0,20.0,11.0,48.0
train/10134.png,1.0,6.0,22.0,1.0,20.0
train/10134.png,3.0,13.0,22.0,1.0,29.0
train/10134.png,8.0,12.0,22.0,1.0,43.0
train/10134.png,2.0,12.0,22.0,1.0,57.0
train/10135.png,2.0,21.0,41.0,15.0,46.0
train/10135.png,4.0,18.0,41.0,12.0,63.0
train/10135.png,10.0,21.0,41.0,12.0,78.0
train/10136.png,9.0,24.0,35.0,1.0,32.0
train/10137.png,1.0,14.0,32.0,48.0,72.0
train/10137.png,8.0,23.0,32.0,32.0,84.0
train/10137.png,5.0,24.0,32.0,14.0,103.0
train/10138.png,4.0,20.0,42.0,13.0,71.0
train/10139.png,3.0,34.0,63.0,4.0,52.0
train/10139.png,3.0,32.0,63.0,10.0,90.0
train/10140.png,2.0,11.0,19.0,17.0,54.0
train/10140.png,9.0,8.0,19.0,17.0,64.0
train/10140.png,4.0,12.0,19.0,15.0,72.0
train/10141.png,1.0,7.0,15.0,2.0,16.0
train/10141.png,9.0,10.0,15.0,2.0,24.0
train/10142.png,2.0,15.0,35.0,3.0,33.0
train/10142.png,1.0,9.0,35.0,8.0,48.0
train/10143.png,1.0,6.0,23.0,11.0,32.0
train/10143.png,3.0,5.0,23.0,11.0,37.0
train/10143.png,9.0,10.0,23.0,12.0,42.0
train/10144.png,8.0,22.0,49.0,73.0,163.0
train/10144.png,3.0,29.0,49.0,73.0,179.0
train/10145.png,5.0,16.0,45.0,9.0,42.0
train/10146.png,5.0,20.0,46.0,25.0,74.0
train/10146.png,5.0,25.0,46.0,18.0,89.0
train/10147.png,4.0,45.0,55.0,15.0,84.0
train/10147.png,3.0,39.0,55.0,38.0,111.0
train/10147.png,10.0,32.0,55.0,48.0,135.0
train/10148.png,3.0,9.0,20.0,1.0,23.0
train/10148.png,8.0,7.0,20.0,3.0,32.0
train/10148.png,7.0,8.0,20.0,3.0,39.0
train/10149.png,6.0,18.0,34.0,7.0,34.0
train/10149.png,3.0,18.0,34.0,5.0,51.0
train/10150.png,4.0,31.0,64.0,70.0,82.0
train/10151.png,5.0,15.0,29.0,1.0,34.0
train/10151.png,6.0,16.0,29.0,5.0,53.0
train/10152.png,4.0,14.0,26.0,10.0,32.0
train/10152.png,2.0,13.0,26.0,7.0,52.0
train/10153.png,3.0,9.0,12.0,1.0,15.0
train/10153.png,8.0,6.0,12.0,2.0,24.0
train/10154.png,4.0,11.0,16.0,2.0,16.0
train/10155.png,4.0,15.0,22.0,3.0,19.0
train/10155.png,3.0,16.0,22.0,3.0,35.0
train/10156.png,3.0,7.0,14.0,3.0,20.0
train/10156.png,6.0,6.0,14.0,4.0,27.0
train/10157.png,1.0,23.0,65.0,20.0,95.0
train/10157.png,8.0,34.0,65.0,21.0,119.0
train/10157.png,6.0,35.0,65.0,24.0,151.0
train/10158.png,2.0,11.0,22.0,5.0,27.0
train/10159.png,2.0,15.0,19.0,1.0,18.0
train/10159.png,6.0,13.0,19.0,3.0,36.0
train/10159.png,1.0,9.0,19.0,2.0,52.0
train/10159.png,8.0,15.0,19.0,2.0,64.0
train/10160.png,4.0,12.0,30.0,1.0,25.0
train/10160.png,3.0,10.0,30.0,1.0,39.0
train/10161.png,1.0,14.0,31.0,16.0,104.0
train/10161.png,3.0,11.0,31.0,15.0,120.0
train/10161.png,2.0,13.0,31.0,15.0,133.0
train/10162.png,1.0,7.0,17.0,5.0,21.0
train/10162.png,9.0,8.0,17.0,6.0,28.0
train/10162.png,7.0,7.0,17.0,6.0,35.0
train/10163.png,9.0,11.0,24.0,6.0,38.0
train/10163.png,1.0,6.0,24.0,9.0,49.0
train/10163.png,5.0,10.0,24.0,9.0,55.0
train/10164.png,7.0,5.0,18.0,4.0,27.0
train/10164.png,9.0,7.0,18.0,3.0,34.0
train/10165.png,5.0,26.0,33.0,18.0,62.0
train/10165.png,4.0,24.0,33.0,14.0,92.0
train/10166.png,6.0,19.0,43.0,12.0,52.0
train/10166.png,9.0,12.0,43.0,11.0,72.0
train/10167.png,8.0,15.0,33.0,1.0,30.0
train/10168.png,6.0,34.0,83.0,39.0,131.0
train/10169.png,4.0,16.0,28.0,5.0,26.0
train/10169.png,7.0,15.0,28.0,1.0,41.0
train/10170.png,6.0,12.0,22.0,5.0,27.0
train/10170.png,8.0,11.0,22.0,5.0,39.0
train/10171.png,4.0,12.0,22.0,19.0,63.0
train/10171.png,1.0,8.0,22.0,21.0,75.0
train/10171.png,8.0,12.0,22.0,22.0,83.0
train/10172.png,4.0,7.0,24.0,7.0,34.0
train/10172.png,8.0,13.0,24.0,6.0,41.0
train/10173.png,7.0,45.0,58.0,21.0,66.0
train/10174.png,6.0,10.0,21.0,2.0,24.0
train/10175.png,1.0,12.0,30.0,15.0,46.0
train/10175.png,3.0,18.0,30.0,15.0,56.0
train/10175.png,3.0,18.0,30.0,7.0,75.0
train/10176.png,2.0,5.0,11.0,1.0,9.0
train/10176.png,5.0,4.0,11.0,1.0,15.0
train/10176.png,5.0,5.0,11.0,1.0,20.0
train/10176.png,4.0,6.0,11.0,1.0,26.0
train/10177.png,4.0,14.0,24.0,3.0,27.0
train/10177.png,1.0,8.0,24.0,2.0,40.0
train/10178.png,7.0,9.0,18.0,4.0,20.0
train/10179.png,2.0,7.0,12.0,1.0,11.0
train/10179.png,7.0,7.0,12.0,1.0,18.0
train/10179.png,1.0,7.0,12.0,1.0,24.0
train/10179.png,7.0,7.0,12.0,1.0,30.0
train/10180.png,5.0,34.0,55.0,1.0,39.0
train/10180.png,7.0,31.0,55.0,4.0,73.0
train/10181.png,4.0,20.0,32.0,5.0,30.0
train/10182.png,3.0,13.0,29.0,5.0,33.0
train/10182.png,2.0,16.0,29.0,7.0,46.0
train/10183.png,4.0,42.0,107.0,24.0,100.0
train/10183.png,7.0,35.0,107.0,22.0,141.0
train/10184.png,2.0,21.0,34.0,7.0,37.0
train/10184.png,7.0,16.0,34.0,6.0,56.0
train/10184.png,10.0,17.0,34.0,10.0,69.0
train/10184.png,6.0,22.0,34.0,6.0,83.0
train/10185.png,2.0,59.0,67.0,5.0,53.0
train/10185.png,4.0,52.0,67.0,6.0,105.0
train/10186.png,2.0,13.0,22.0,8.0,26.0
train/10187.png,7.0,43.0,92.0,10.0,82.0
train/10188.png,1.0,14.0,43.0,8.0,43.0
train/10189.png,1.0,11.0,34.0,33.0,58.0
train/10189.png,9.0,18.0,34.0,24.0,72.0
train/10189.png,7.0,17.0,34.0,12.0,91.0
train/10190.png,3.0,36.0,48.0,7.0,43.0
train/10190.png,10.0,22.0,48.0,7.0,76.0
train/10191.png,7.0,37.0,64.0,14.0,64.0
train/10192.png,2.0,12.0,19.0,1.0,21.0
train/10192.png,1.0,9.0,19.0,2.0,34.0
train/10192.png,10.0,12.0,19.0,2.0,44.0
train/10192.png,7.0,12.0,19.0,3.0,57.0
train/10193.png,1.0,10.0,26.0,5.0,26.0
train/10193.png,10.0,14.0,26.0,4.0,37.0
train/10193.png,10.0,16.0,26.0,6.0,54.0
train/10194.png,1.0,8.0,23.0,6.0,30.0
train/10195.png,8.0,38.0,51.0,74.0,109.0
train/10195.png,5.0,34.0,51.0,66.0,147.0
train/10196.png,3.0,11.0,18.0,2.0,19.0
train/10197.png,1.0,13.0,29.0,7.0,40.0
train/10197.png,4.0,13.0,29.0,9.0,52.0
train/10197.png,8.0,14.0,29.0,10.0,67.0
train/10198.png,3.0,14.0,27.0,4.0,28.0
train/10198.png,9.0,13.0,27.0,3.0,40.0
train/10199.png,4.0,12.0,32.0,14.0,106.0
train/10199.png,5.0,14.0,32.0,14.0,118.0
train/10199.png,10.0,14.0,32.0,17.0,133.0
train/10200.png,1.0,7.0,22.0,3.0,27.0
train/10200.png,10.0,9.0,22.0,3.0,33.0
train/10201.png,9.0,13.0,17.0,13.0,37.0
train/10201.png,6.0,13.0,17.0,11.0,49.0
train/10202.png,2.0,6.0,12.0,1.0,12.0
train/10202.png,9.0,6.0,12.0,1.0,18.0
train/10203.png,1.0,21.0,47.0,14.0,63.0
train/10203.png,10.0,27.0,47.0,15.0,82.0
train/10203.png,6.0,30.0,47.0,16.0,107.0
train/10203.png,6.0,36.0,47.0,17.0,135.0
train/10204.png,1.0,16.0,43.0,9.0,43.0
train/10204.png,9.0,26.0,43.0,9.0,60.0
train/10205.png,1.0,10.0,28.0,10.0,37.0
train/10205.png,5.0,14.0,28.0,11.0,43.0
train/10205.png,7.0,15.0,28.0,10.0,53.0
train/10206.png,4.0,25.0,54.0,20.0,103.0
train/10206.png,7.0,25.0,54.0,27.0,137.0
train/10206.png,6.0,25.0,54.0,34.0,164.0
train/10207.png,6.0,33.0,56.0,13.0,59.0
train/10207.png,6.0,34.0,56.0,14.0,90.0
train/10208.png,4.0,20.0,34.0,14.0,53.0
train/10208.png,10.0,18.0,34.0,14.0,71.0
train/10208.png,8.0,17.0,34.0,16.0,89.0
train/10209.png,3.0,12.0,28.0,14.0,45.0
train/10209.png,10.0,13.0,28.0,13.0,55.0
train/10210.png,2.0,11.0,26.0,21.0,76.0
train/10210.png,5.0,10.0,26.0,23.0,85.0
train/10210.png,6.0,12.0,26.0,24.0,92.0
train/10211.png,7.0,31.0,48.0,25.0,80.0
train/10212.png,1.0,17.0,48.0,14.0,65.0
train/10212.png,2.0,25.0,48.0,15.0,86.0
train/10212.png,9.0,25.0,48.0,13.0,108.0
train/10213.png,7.0,19.0,32.0,35.0,66.0
train/10213.png,2.0,18.0,32.0,33.0,82.0
train/10214.png,1.0,12.0,35.0,6.0,30.0
train/10214.png,3.0,20.0,35.0,3.0,41.0
train/10214.png,7.0,17.0,35.0,2.0,59.0
train/10215.png,1.0,10.0,30.0,3.0,28.0
train/10215.png,5.0,16.0,30.0,2.0,39.0
train/10216.png,5.0,40.0,71.0,46.0,174.0
train/10216.png,5.0,34.0,71.0,44.0,208.0
train/10216.png,10.0,36.0,71.0,34.0,236.0
train/10217.png,4.0,12.0,24.0,11.0,36.0
train/10217.png,10.0,13.0,24.0,10.0,48.0
train/10218.png,1.0,11.0,30.0,3.0,30.0
train/10218.png,5.0,13.0,30.0,2.0,39.0
train/10218.png,10.0,13.0,30.0,6.0,51.0
train/10219.png,3.0,13.0,28.0,5.0,27.0
train/10219.png,9.0,16.0,28.0,4.0,40.0
train/10220.png,3.0,24.0,44.0,5.0,38.0
train/10220.png,5.0,28.0,44.0,3.0,63.0
train/10221.png,5.0,28.0,58.0,3.0,61.0
train/10221.png,6.0,25.0,58.0,13.0,88.0
train/10222.png,4.0,10.0,20.0,4.0,29.0
train/10223.png,7.0,11.0,23.0,1.0,21.0
train/10223.png,5.0,11.0,23.0,2.0,31.0
train/10224.png,6.0,14.0,39.0,10.0,41.0
train/10225.png,1.0,8.0,33.0,5.0,35.0
train/10225.png,6.0,16.0,33.0,8.0,42.0
train/10226.png,1.0,10.0,43.0,2.0,35.0
train/10226.png,10.0,19.0,43.0,3.0,45.0
train/10227.png,2.0,16.0,30.0,3.0,30.0
train/10227.png,9.0,14.0,30.0,4.0,44.0
train/10228.png,3.0,18.0,27.0,8.0,42.0
train/10228.png,5.0,10.0,27.0,8.0,60.0
train/10228.png,1.0,8.0,27.0,9.0,72.0
train/10229.png,2.0,13.0,27.0,8.0,37.0
train/10229.png,2.0,12.0,27.0,8.0,48.0
train/10229.png,9.0,11.0,27.0,7.0,60.0
train/10230.png,1.0,13.0,19.0,7.0,31.0
train/10230.png,10.0,7.0,19.0,9.0,43.0
train/10230.png,7.0,7.0,19.0,9.0,49.0
train/10231.png,2.0,29.0,77.0,13.0,74.0
train/10231.png,9.0,30.0,77.0,12.0,105.0
train/10232.png,7.0,22.0,35.0,10.0,74.0
train/10232.png,4.0,23.0,35.0,7.0,97.0
train/10232.png,3.0,20.0,35.0,7.0,119.0
train/10233.png,1.0,13.0,41.0,7.0,41.0
train/10233.png,5.0,25.0,41.0,8.0,53.0
train/10234.png,5.0,13.0,32.0,4.0,30.0
train/10234.png,10.0,15.0,32.0,1.0,43.0
train/10235.png,3.0,12.0,24.0,7.0,36.0
train/10235.png,10.0,15.0,24.0,8.0,44.0
train/10236.png,6.0,9.0,24.0,6.0,36.0
train/10237.png,1.0,19.0,46.0,8.0,45.0
train/10237.png,1.0,21.0,46.0,6.0,65.0
train/10238.png,7.0,25.0,47.0,3.0,37.0
train/10238.png,5.0,31.0,47.0,3.0,60.0
train/10239.png,3.0,11.0,24.0,18.0,43.0
train/10240.png,2.0,28.0,50.0,95.0,82.0
train/10240.png,3.0,19.0,50.0,93.0,112.0
train/10240.png,10.0,17.0,50.0,90.0,131.0
train/10240.png,5.0,18.0,50.0,89.0,153.0
train/10241.png,2.0,38.0,76.0,20.0,87.0
train/10241.png,9.0,36.0,76.0,22.0,123.0
train/10242.png,2.0,16.0,30.0,10.0,52.0
train/10242.png,5.0,14.0,30.0,8.0,68.0
train/10242.png,3.0,17.0,30.0,9.0,77.0
train/10243.png,2.0,11.0,29.0,8.0,42.0
train/10243.png,7.0,12.0,29.0,9.0,52.0
train/10244.png,1.0,9.0,36.0,13.0,37.0
train/10244.png,7.0,13.0,36.0,9.0,48.0
train/10245.png,5.0,17.0,31.0,4.0,32.0
train/10245.png,1.0,12.0,31.0,4.0,48.0
train/10245.png,1.0,14.0,31.0,3.0,61.0
train/10246.png,3.0,35.0,56.0,4.0,37.0
train/10246.png,4.0,31.0,56.0,7.0,68.0
train/10247.png,2.0,32.0,62.0,19.0,73.0
train/10247.png,2.0,33.0,62.0,20.0,106.0
train/10247.png,3.0,34.0,62.0,16.0,140.0
train/10248.png,3.0,10.0,19.0,6.0,31.0
train/10248.png,4.0,8.0,19.0,6.0,41.0
train/10248.png,8.0,9.0,19.0,6.0,48.0
train/10249.png,5.0,9.0,27.0,6.0,26.0
train/10249.png,7.0,13.0,27.0,7.0,39.0
train/10250.png,2.0,9.0,14.0,2.0,16.0
train/10250.png,4.0,8.0,14.0,2.0,25.0
train/10250.png,3.0,7.0,14.0,2.0,34.0
train/10250.png,5.0,7.0,14.0,3.0,42.0
train/10251.png,7.0,18.0,31.0,7.0,38.0
train/10252.png,1.0,25.0,70.0,16.0,108.0
train/10252.png,7.0,35.0,70.0,9.0,125.0
train/10252.png,8.0,31.0,70.0,15.0,151.0
train/10253.png,2.0,7.0,14.0,4.0,21.0
train/10253.png,4.0,6.0,14.0,2.0,29.0
train/10254.png,3.0,21.0,34.0,10.0,37.0
train/10254.png,2.0,20.0,34.0,10.0,58.0
train/10254.png,1.0,12.0,34.0,10.0,78.0
train/10255.png,1.0,16.0,40.0,6.0,36.0
train/10255.png,6.0,16.0,40.0,7.0,49.0
train/10256.png,1.0,11.0,29.0,7.0,35.0
train/10256.png,7.0,13.0,29.0,6.0,45.0
train/10257.png,2.0,15.0,29.0,5.0,33.0
train/10257.png,4.0,11.0,29.0,6.0,50.0
train/10257.png,9.0,16.0,29.0,8.0,60.0
train/10258.png,1.0,30.0,77.0,22.0,205.0
train/10258.png,4.0,32.0,77.0,21.0,237.0
train/10258.png,8.0,36.0,77.0,18.0,271.0
train/10259.png,5.0,7.0,12.0,9.0,23.0
train/10260.png,4.0,23.0,41.0,5.0,37.0
train/10260.png,10.0,21.0,41.0,5.0,54.0
train/10261.png,1.0,10.0,20.0,34.0,69.0
train/10261.png,1.0,9.0,20.0,34.0,81.0
train/10262.png,2.0,8.0,15.0,8.0,23.0
train/10262.png,5.0,10.0,15.0,9.0,28.0
train/10263.png,3.0,30.0,34.0,4.0,28.0
train/10263.png,4.0,23.0,34.0,4.0,55.0
train/10263.png,2.0,22.0,34.0,4.0,78.0
train/10263.png,1.0,20.0,34.0,2.0,97.0
train/10264.png,7.0,24.0,48.0,8.0,51.0
train/10264.png,1.0,12.0,48.0,14.0,74.0
train/10265.png,9.0,13.0,31.0,30.0,58.0
train/10265.png,10.0,14.0,31.0,30.0,70.0
train/10265.png,8.0,13.0,31.0,29.0,82.0
train/10266.png,2.0,20.0,28.0,7.0,103.0
train/10266.png,9.0,16.0,28.0,7.0,123.0
train/10266.png,5.0,18.0,28.0,7.0,138.0
train/10267.png,4.0,22.0,37.0,8.0,44.0
train/10268.png,4.0,7.0,15.0,1.0,13.0
train/10268.png,4.0,6.0,15.0,2.0,22.0
train/10269.png,8.0,23.0,39.0,17.0,50.0
train/10269.png,9.0,21.0,39.0,19.0,73.0
train/10270.png,8.0,20.0,38.0,13.0,43.0
train/10270.png,9.0,20.0,38.0,9.0,59.0
train/10271.png,2.0,65.0,92.0,15.0,92.0
train/10271.png,3.0,64.0,92.0,15.0,157.0
train/10272.png,1.0,40.0,105.0,12.0,98.0
train/10272.png,9.0,49.0,105.0,12.0,142.0
train/10272.png,10.0,36.0,105.0,11.0,199.0
train/10273.png,4.0,5.0,18.0,1.0,16.0
train/10273.png,5.0,8.0,18.0,1.0,22.0
train/10274.png,1.0,15.0,31.0,6.0,35.0
train/10274.png,10.0,16.0,31.0,6.0,51.0
train/10275.png,8.0,20.0,31.0,90.0,169.0
train/10275.png,8.0,20.0,31.0,86.0,187.0
train/10276.png,6.0,24.0,35.0,8.0,36.0
train/10276.png,4.0,23.0,35.0,8.0,60.0
train/10277.png,5.0,20.0,28.0,21.0,56.0
train/10277.png,2.0,22.0,28.0,10.0,70.0
train/10278.png,7.0,8.0,20.0,1.0,23.0
train/10278.png,2.0,10.0,20.0,2.0,30.0
train/10279.png,7.0,5.0,11.0,2.0,14.0
train/10279.png,9.0,5.0,11.0,3.0,21.0
train/10280.png,2.0,7.0,16.0,1.0,14.0
train/10280.png,1.0,6.0,16.0,2.0,20.0
train/10280.png,10.0,10.0,16.0,2.0,27.0
train/10281.png,9.0,17.0,21.0,8.0,38.0
train/10282.png,2.0,30.0,40.0,28.0,63.0
train/10282.png,4.0,31.0,40.0,22.0,92.0
train/10282.png,8.0,27.0,40.0,17.0,123.0
train/10283.png,4.0,6.0,20.0,3.0,22.0
train/10283.png,10.0,8.0,20.0,1.0,32.0
train/10284.png,10.0,9.0,19.0,1.0,26.0
train/10285.png,3.0,18.0,28.0,10.0,36.0
train/10285.png,1.0,15.0,28.0,10.0,68.0
train/10286.png,2.0,4.0,31.0,13.0,-0.0
train/10286.png,4.0,16.0,31.0,11.0,8.0
train/10286.png,3.0,16.0,31.0,12.0,29.0
train/10286.png,10.0,21.0,31.0,10.0,51.0
train/10287.png,4.0,8.0,22.0,6.0,31.0
train/10287.png,8.0,7.0,22.0,5.0,39.0
train/10287.png,2.0,9.0,22.0,6.0,47.0
train/10287.png,5.0,7.0,22.0,6.0,54.0
train/10288.png,8.0,11.0,28.0,11.0,71.0
train/10288.png,7.0,11.0,28.0,13.0,84.0
train/10288.png,5.0,12.0,28.0,12.0,95.0
train/10289.png,2.0,10.0,17.0,3.0,17.0
train/10289.png,8.0,11.0,17.0,2.0,31.0
train/10290.png,1.0,15.0,79.0,21.0,17.0
train/10290.png,5.0,19.0,79.0,19.0,31.0
train/10290.png,9.0,23.0,79.0,30.0,52.0
train/10291.png,2.0,13.0,26.0,4.0,20.0
train/10291.png,2.0,13.0,26.0,5.0,31.0
train/10292.png,5.0,37.0,55.0,8.0,37.0
train/10292.png,3.0,34.0,55.0,5.0,73.0
train/10293.png,5.0,25.0,49.0,9.0,49.0
train/10293.png,7.0,23.0,49.0,12.0,75.0
train/10294.png,6.0,16.0,29.0,12.0,43.0
train/10294.png,1.0,11.0,29.0,11.0,60.0
train/10295.png,1.0,8.0,23.0,5.0,22.0
train/10295.png,2.0,9.0,23.0,5.0,31.0
train/10295.png,9.0,9.0,23.0,6.0,42.0
train/10296.png,1.0,7.0,20.0,6.0,23.0
train/10296.png,2.0,8.0,20.0,6.0,29.0
train/10296.png,6.0,8.0,20.0,6.0,36.0
train/10297.png,6.0,53.0,88.0,10.0,74.0
train/10297.png,2.0,54.0,88.0,4.0,120.0
train/10298.png,2.0,42.0,44.0,72.0,88.0
train/10299.png,7.0,22.0,31.0,35.0,82.0
train/10299.png,10.0,21.0,31.0,38.0,113.0
train/10299.png,10.0,21.0,31.0,36.0,142.0
train/10300.png,3.0,19.0,33.0,7.0,32.0
train/10300.png,8.0,16.0,33.0,6.0,49.0
train/10301.png,2.0,36.0,53.0,20.0,86.0
train/10301.png,7.0,37.0,53.0,25.0,127.0
train/10302.png,2.0,34.0,49.0,7.0,47.0
train/10302.png,8.0,28.0,49.0,10.0,81.0
train/10303.png,2.0,24.0,39.0,5.0,28.0
train/10303.png,7.0,20.0,39.0,2.0,51.0
train/10303.png,4.0,23.0,39.0,1.0,73.0
train/10304.png,1.0,8.0,22.0,3.0,23.0
train/10304.png,6.0,10.0,22.0,3.0,31.0
train/10304.png,6.0,12.0,22.0,3.0,41.0
train/10305.png,8.0,18.0,28.0,11.0,72.0
train/10305.png,4.0,18.0,28.0,12.0,85.0
train/10306.png,4.0,19.0,62.0,9.0,63.0
train/10306.png,6.0,25.0,62.0,10.0,83.0
train/10307.png,2.0,11.0,24.0,5.0,25.0
train/10307.png,4.0,12.0,24.0,5.0,36.0
train/10308.png,1.0,20.0,47.0,10.0,50.0
train/10308.png,1.0,16.0,47.0,14.0,62.0
train/10308.png,1.0,18.0,47.0,22.0,75.0
train/10309.png,2.0,14.0,22.0,18.0,48.0
train/10309.png,4.0,11.0,22.0,15.0,61.0
train/10309.png,10.0,14.0,22.0,14.0,70.0
train/10310.png,1.0,7.0,14.0,2.0,15.0
train/10310.png,1.0,6.0,14.0,3.0,19.0
train/10310.png,2.0,9.0,14.0,2.0,23.0
train/10311.png,9.0,13.0,39.0,15.0,51.0
train/10311.png,8.0,13.0,39.0,14.0,64.0
train/10312.png,1.0,7.0,21.0,3.0,18.0
train/10312.png,6.0,6.0,21.0,1.0,25.0
train/10313.png,9.0,14.0,29.0,24.0,73.0
train/10313.png,10.0,19.0,29.0,24.0,83.0
train/10313.png,2.0,20.0,29.0,23.0,99.0
train/10314.png,1.0,12.0,22.0,20.0,61.0
train/10314.png,10.0,15.0,22.0,10.0,72.0
train/10315.png,2.0,13.0,32.0,6.0,36.0
train/10315.png,10.0,14.0,32.0,12.0,50.0
train/10315.png,9.0,15.0,32.0,16.0,63.0
train/10316.png,2.0,12.0,21.0,10.0,31.0
train/10316.png,3.0,17.0,21.0,9.0,40.0
train/10317.png,4.0,12.0,31.0,6.0,32.0
train/10317.png,9.0,18.0,31.0,5.0,45.0
train/10318.png,2.0,9.0,26.0,5.0,28.0
train/10318.png,1.0,5.0,26.0,6.0,39.0
train/10319.png,1.0,8.0,24.0,7.0,29.0
train/10319.png,9.0,17.0,24.0,8.0,37.0
train/10320.png,6.0,16.0,27.0,5.0,31.0
train/10320.png,4.0,14.0,27.0,6.0,49.0
train/10321.png,4.0,19.0,36.0,7.0,52.0
train/10321.png,10.0,15.0,36.0,11.0,74.0
train/10322.png,2.0,13.0,25.0,4.0,26.0
train/10322.png,4.0,14.0,25.0,2.0,38.0
train/10323.png,5.0,15.0,24.0,2.0,22.0
train/10324.png,1.0,9.0,21.0,3.0,26.0
train/10324.png,2.0,10.0,21.0,2.0,35.0
train/10325.png,5.0,14.0,29.0,8.0,34.0
train/10325.png,2.0,15.0,29.0,8.0,48.0
train/10326.png,1.0,14.0,38.0,18.0,81.0
train/10326.png,4.0,11.0,38.0,19.0,96.0
train/10326.png,10.0,10.0,38.0,18.0,111.0
train/10327.png,1.0,26.0,62.0,15.0,50.0
train/10327.png,5.0,28.0,62.0,9.0,75.0
train/10327.png,8.0,27.0,62.0,9.0,104.0
train/10328.png,2.0,15.0,26.0,3.0,25.0
train/10328.png,4.0,14.0,26.0,2.0,37.0
train/10329.png,3.0,46.0,74.0,7.0,61.0
train/10329.png,2.0,50.0,74.0,5.0,109.0
train/10330.png,1.0,12.0,45.0,7.0,47.0
train/10330.png,10.0,14.0,45.0,10.0,58.0
train/10330.png,5.0,18.0,45.0,12.0,73.0
train/10331.png,5.0,29.0,68.0,11.0,74.0
train/10331.png,6.0,27.0,68.0,25.0,101.0
train/10332.png,1.0,5.0,19.0,14.0,36.0
train/10332.png,10.0,11.0,19.0,15.0,42.0
train/10333.png,2.0,9.0,33.0,8.0,-0.0
train/10333.png,3.0,11.0,33.0,8.0,8.0
train/10334.png,1.0,4.0,17.0,3.0,20.0
train/10334.png,9.0,7.0,17.0,3.0,23.0
train/10335.png,3.0,35.0,60.0,24.0,66.0
train/10335.png,1.0,29.0,60.0,15.0,97.0
train/10336.png,2.0,44.0,40.0,60.0,83.0
train/10336.png,5.0,41.0,40.0,38.0,108.0
train/10336.png,6.0,41.0,40.0,16.0,127.0
train/10337.png,3.0,43.0,114.0,17.0,104.0
train/10337.png,8.0,46.0,114.0,15.0,146.0
train/10338.png,7.0,20.0,26.0,2.0,19.0
train/10338.png,6.0,15.0,26.0,4.0,40.0
train/10339.png,3.0,23.0,54.0,15.0,62.0
train/10339.png,6.0,30.0,54.0,17.0,95.0
train/10340.png,3.0,26.0,46.0,11.0,46.0
train/10340.png,2.0,28.0,46.0,5.0,70.0
